Milan,17, CF,FD
Connor,97, EO,FD
Rasmus,4,CF,DF
Leon,29, EO,FD
Nazem,91, CF,FD
Jonathan,10, CF,FD
Nikita,16,CF,DF
Darnell,25,EO,DF
